0.090451 2
0.08926 2
0.084763 2
0.084228 2
0.074242 2
0.061817 2
0.078531 2
0.062686 2
0.087356 2
0.077902 2
0.087092 4
0.078572 4
0.084512 4
0.0861 4
0.085366 4
0.083256 4
0.066926 4
0.080293 4
0.076582 4
0.087829 4
0.068839 8
0.084053 8
0.061117 8
0.093226 8
0.087407 8
0.082131 8
0.093883 8
0.07039 8
0.080238 8
0.078192 8
0.092687 16
0.090894 16
0.077231 16
0.058486 16
0.068669 16
0.069348 16
0.060729 16
0.0848 16
0.089233 16
0.081968 16
0.083255 32
0.084442 32
0.072569 32
0.070623 32
0.076808 32
0.083511 32
0.063119 32
0.064693 32
0.086798 32
0.088163 32
0.090302 64
0.086433 64
0.075066 64
0.067121 64
0.077263 64
0.078653 64
0.06989 64
0.072317 64
0.098124 64
0.100321 64
0.119287 128
0.114001 128
0.123157 128
0.114187 128
0.126067 128
0.135566 128
0.114762 128
0.087264 128
0.120704 128
0.094323 128
0.155944 256
0.195751 256
0.156153 256
0.146842 256
0.162431 256
0.172914 256
0.162268 256
0.173421 256
0.151736 256
0.172482 256
0.339764 512
0.334719 512
0.336201 512
0.346418 512
0.311792 512
0.328495 512
0.543519 512
0.336981 512
0.360336 512
0.353775 512
1.00608 1024
1.01493 1024
1.01076 1024
1.00804 1024
1.01809 1024
1.01178 1024
1.02889 1024
1.75923 1024
1.00567 1024
1.02924 1024
3.54772 2048
3.57758 2048
3.54408 2048
3.62129 2048
3.55182 2048
3.57189 2048
3.5331 2048
3.54002 2048
3.56023 2048
3.69996 2048
13.7458 4096
15.849 4096
25.7244 4096
25.9834 4096
13.7902 4096
13.904 4096
14.1177 4096
13.662 4096
13.6838 4096
14.0568 4096
