0.01502 2
0.021192 2
0.013642 2
0.014417 2
0.666442 2
0.014233 2
0.021766 2
0.013453 2
0.015838 2
0.014043 2
0.015932 4
0.016539 4
0.014894 4
0.015665 4
0.01051 4
0.010727 4
0.007243 4
0.007394 4
0.005498 4
0.005121 4
0.007887 8
0.006878 8
0.007107 8
0.006184 8
0.00683 8
0.008886 8
0.006409 8
0.008993 8
0.006725 8
0.008975 8
0.006175 16
0.006808 16
0.006335 16
0.009335 16
0.006949 16
0.008481 16
0.006381 16
0.006101 16
0.006036 16
0.005999 16
0.010457 32
0.008526 32
0.009003 32
0.008802 32
0.008445 32
0.008265 32
0.008437 32
0.008489 32
0.00956 32
0.008608 32
0.022362 64
0.021872 64
0.021715 64
0.022339 64
0.022676 64
0.022865 64
0.024292 64
0.022415 64
0.022721 64
0.022218 64
0.070373 128
0.060014 128
0.060086 128
0.059236 128
0.059861 128
0.059908 128
0.059511 128
0.060053 128
0.059436 128
0.062558 128
0.235219 256
0.251619 256
0.26622 256
0.225909 256
0.226704 256
0.226504 256
0.229468 256
0.229469 256
0.226745 256
0.226471 256
0.914165 512
0.896425 512
0.890815 512
0.892961 512
0.87489 512
0.866803 512
0.841382 512
0.843411 512
0.839974 512
0.842518 512
3.50941 1024
3.3978 1024
3.38979 1024
3.3753 1024
3.38394 1024
3.40381 1024
3.44808 1024
3.40887 1024
3.38697 1024
3.38898 1024
13.4965 2048
13.7098 2048
13.885 2048
13.5539 2048
13.7219 2048
13.7302 2048
13.6424 2048
13.5125 2048
13.8709 2048
13.4656 2048
53.8127 4096
53.8404 4096
53.805 4096
53.7038 4096
53.6789 4096
53.6751 4096
54.1777 4096
53.1422 4096
53.8638 4096
54.4185 4096
