0.068758 2
0.079093 2
0.060973 2
0.062509 2
0.071346 2
0.028244 2
0.066336 2
0.065469 2
0.064359 2
0.044328 2
0.068896 4
0.05885 4
0.062298 4
0.069162 4
0.06574 4
0.039564 4
0.077256 4
0.057735 4
0.057569 4
0.067974 4
0.046623 8
0.034594 8
0.031265 8
0.070171 8
0.067216 8
0.064138 8
0.061573 8
0.031467 8
0.034474 8
0.030157 8
0.07765 16
0.074312 16
0.030381 16
0.070172 16
0.072587 16
0.041531 16
0.047662 16
0.074187 16
0.074891 16
0.036301 16
0.070755 32
0.07084 32
0.039383 32
0.054477 32
0.067205 32
0.034329 32
0.036577 32
0.032543 32
0.06255 32
0.071387 32
0.048963 64
0.042359 64
0.076742 64
0.076758 64
0.074006 64
0.053992 64
0.043568 64
0.077536 64
0.038341 64
0.078005 64
0.105702 128
0.096156 128
0.089488 128
0.097664 128
0.126898 128
0.065613 128
0.088037 128
0.107929 128
0.126078 128
0.081287 128
0.189319 256
0.202644 256
0.147071 256
0.186445 256
0.211712 256
0.185844 256
0.233255 256
0.18098 256
0.181468 256
0.171335 256
0.545351 512
0.52037 512
0.501169 512
0.509383 512
0.510555 512
0.518926 512
0.507503 512
0.573655 512
0.470674 512
0.509309 512
1.83003 1024
1.82021 1024
1.80588 1024
1.80356 1024
1.84987 1024
1.90604 1024
1.81534 1024
1.92342 1024
1.80663 1024
1.88871 1024
6.85568 2048
7.37125 2048
6.92308 2048
6.98044 2048
7.08944 2048
6.93286 2048
6.76635 2048
7.01857 2048
6.94193 2048
6.86726 2048
27.3936 4096
26.9911 4096
27.3325 4096
27.0238 4096
27.2479 4096
27.0225 4096
27.0119 4096
27.091 4096
27.3219 4096
27.5529 4096
